tableid,name,phonenumber,location,empgroup,function,gender,tenure,tenuregrp,experienceyymm,maritalstatus,ageinyy,hiringsource,promoted,jobrolematch,stayleft
616,Papu,9876544345,Lagos,B1,Operation,Male,2.02,> 1 & < =3,6.0700002,Marr.,30.120001,Employee Referral,Not Promoted,Yes,Stay
617,Papu,9876544345,Abuja,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.1,Direct,Promoted,No,Left
618,Papu,9876544345,Abuja,B0,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,25.1,Direct,Promoted,No,Left
619,Papu,9876544345,Lagos,B1,Operation,Female,2.02,> 1 & < =3,2.02,Single,24.01,Direct,Not Promoted,Yes,Stay
620,Papu,9876544345,Lagos,B0,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,27.09,Direct,Not Promoted,Yes,Stay
621,Papu,9876544345,Lagos,B1,Operation,Male,2.02,> 1 & < =3,4.0999999,Marr.,27.07,Direct,Promoted,No,Left
622,Papu,9876544345,Abuja,B2,Support,Male,2.02,> 1 & < =3,12.02,Marr.,36,Direct,Promoted,No,Stay
623,Papu,9876544345,Port Harcourt,B1,Operation,Male,2.02,> 1 & < =3,4.1100001,Single,28.09,Direct,Promoted,No,Left
624,Papu,9876544345,Abuja,B1,Operation,Male,2.02,> 1 & < =3,4.0300002,Marr.,26.07,Employee Referral,Not Promoted,Yes,Stay
625,Papu,9876544345,Lagos,B1,Operation,Female,2.02,> 1 & < =3,4.0900002,Single,27.059999,Direct,Promoted,Yes,Stay
626,Papu,9876544345,Abuja,B1,Operation,Male,2.02,> 1 & < =3,3.0599999,Single,25.02,Direct,Not Promoted,No,Left
627,Papu,9876544345,Kano,B3,Operation,Male,2.02,> 1 & < =3,8.0200005,Marr.,37.049999,Direct,Not Promoted,Yes,Stay
628,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,25.1,Direct,Not Promoted,Yes,Stay
629,Papu,9876544345,Kano,B1,Operation,Male,2.03,> 1 & < =3,2.04,Single,26.040001,Direct,Not Promoted,No,Left
630,Papu,9876544345,Ibadan,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,27.1,Direct,Not Promoted,No,Left
631,Papu,9876544345,Abuja,B1,Operation,Female,2.04,> 1 & < =3,2.04,Marr.,27.01,Direct,Promoted,No,Left
632,Papu,9876544345,Abuja,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,28.01,Direct,Not Promoted,Yes,Stay
633,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.09,Direct,Promoted,No,Left
634,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,26,Direct,Promoted,Yes,Stay
635,Papu,9876544345,Port Harcourt,B3,Operation,Male,2.02,> 1 & < =3,11.02,Marr.,40.080002,Direct,Not Promoted,Yes,Stay
636,Papu,9876544345,Abuja,B1,Support,Male,2.03,> 1 & < =3,6.0500002,Marr.,30.030001,Direct,Not Promoted,Yes,Stay
637,Papu,9876544345,Abuja,B1,Operation,Female,2.02,> 1 & < =3,6.0500002,Marr.,30.030001,Direct,Not Promoted,No,Left
638,Papu,9876544345,Kaduna,B2,Operation,Male,2.03,> 1 & < =3,6.1100001,Marr.,29.059999,Employee Referral,Not Promoted,Yes,Stay
639,Papu,9876544345,Kano,B1,Operation,Female,2.02,> 1 & < =3,4.02,Single,25.059999,Direct,Not Promoted,Yes,Stay
640,Papu,9876544345,Lagos,B2,Operation,Male,2.02,> 1 & < =3,6.04,Marr.,29.040001,Direct,Not Promoted,No,Left
641,Papu,9876544345,Abuja,B3,Operation,Male,2.03,> 1 & < =3,11.03,Sep.,39.009998,Employee Referral,Not Promoted,Yes,Stay
642,Papu,9876544345,Abuja,B2,Operation,Male,2.02,> 1 & < =3,5.0999999,Single,34.07,Direct,Not Promoted,Yes,Left
643,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,6.0500002,Marr.,27.059999,Direct,Not Promoted,No,Stay
644,Papu,9876544345,Lagos,B1,Operation,Male,2.02,> 1 & < =3,5.0900002,Marr.,30.09,Direct,Promoted,Yes,Stay
645,Papu,9876544345,Lagos,B2,Operation,Female,2.03,> 1 & < =3,7.0300002,Marr.,29.07,Direct,Not Promoted,Yes,Stay
646,Papu,9876544345,Lagos,B1,Operation,Female,2.03,> 1 & < =3,4.0700002,Single,27.040001,Direct,Not Promoted,Yes,Stay
647,Papu,9876544345,Lagos,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.07,Direct,Not Promoted,No,Left
648,Papu,9876544345,Kano,B1,Operation,Male,2.03,> 1 & < =3,5.0300002,Single,28.1,Employee Referral,Promoted,No,Left
649,Papu,9876544345,Lagos,B2,Operation,Male,2.03,> 1 & < =3,7.0500002,Marr.,31.030001,Direct,Promoted,Yes,Stay
650,Papu,9876544345,Kano,B1,Operation,Female,2.03,> 1 & < =3,5.0999999,Marr.,29.07,Employee Referral,Not Promoted,Yes,Stay
651,Papu,9876544345,Kano,B2,Operation,Male,2.03,> 1 & < =3,8,Single,31.1,Direct,Promoted,Yes,Stay
652,Papu,9876544345,Enugu,B1,Operation,Female,2.04,> 1 & < =3,3.1099999,Single,28.1,Direct,Not Promoted,Yes,Stay
653,Papu,9876544345,Ibadan,B2,Operation,Female,2.03,> 1 & < =3,9,Marr.,35.02,Direct,Not Promoted,Yes,Stay
654,Papu,9876544345,Lagos,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,24.1,Direct,Not Promoted,Yes,Stay
655,Papu,9876544345,Lagos,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.059999,Direct,Not Promoted,Yes,Stay
656,Papu,9876544345,Ibadan,B1,Operation,Male,2.0599999,> 1 & < =3,2.0599999,Single,27.059999,Direct,Promoted,Yes,Stay
657,Papu,9876544345,Lagos,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,24.030001,Direct,Not Promoted,No,Left
658,Papu,9876544345,Lagos,B1,Operation,Male,2.0599999,> 1 & < =3,2.0599999,Single,25.08,Direct,Promoted,Yes,Stay
659,Papu,9876544345,Lagos,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,25.049999,Direct,Promoted,Yes,Stay
660,Papu,9876544345,Lagos,B3,Operation,Male,2.03,> 1 & < =3,11.03,Single,31.07,Direct,Not Promoted,No,Left
661,Papu,9876544345,Enugu,B1,Operation,Male,2.04,> 1 & < =3,5.0799999,Single,29.1,Direct,Promoted,No,Left
662,Papu,9876544345,Ilorin,B1,Operation,Male,2.03,> 1 & < =3,6.1100001,Marr.,31.02,Employee Referral,Not Promoted,Yes,Stay
663,Papu,9876544345,Lagos,B1,Operation,Female,2.04,> 1 & < =3,4.0500002,Single,25.08,Direct,Not Promoted,No,Left
664,Papu,9876544345,Ilorin,B1,Operation,Male,2.04,> 1 & < =3,4.0900002,Single,28.040001,Direct,Not Promoted,Yes,Stay
665,Papu,9876544345,Lagos,B1,Operation,Male,2.04,> 1 & < =3,6.04,Single,31.08,Direct,Not Promoted,Yes,Stay
666,Papu,9876544345,Lagos,B2,Operation,Female,2.04,> 1 & < =3,8.04,Marr.,34.110001,Direct,Not Promoted,Yes,Stay
667,Papu,9876544345,Abuja,B1,Operation,Male,2.04,> 1 & < =3,2.1099999,Single,26.08,Direct,Not Promoted,No,Left
668,Papu,9876544345,Ibadan,B2,Operation,Male,2.04,> 1 & < =3,8.1099997,Marr.,30.07,Direct,Promoted,No,Stay
669,Papu,9876544345,Port Harcourt,B1,Operation,Male,2.04,> 1 & < =3,5.0599999,Single,25.049999,Employee Referral,Not Promoted,Yes,Stay
670,Papu,9876544345,Abuja,B2,Support,Male,2.04,> 1 & < =3,2.04,Single,27.01,Direct,Not Promoted,Yes,Stay
671,Papu,9876544345,Abuja,B2,Operation,Male,2.04,> 1 & < =3,4.0500002,Single,26.07,Direct,Promoted,No,Left
672,Papu,9876544345,Lagos,B2,Operation,Female,2.05,> 1 & < =3,7.0500002,Marr.,33.029999,Direct,Promoted,Yes,Stay
673,Papu,9876544345,Abuja,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,Stay
674,Papu,9876544345,Lagos,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,Yes,Stay
675,Papu,9876544345,Lagos,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,No,Left
676,Papu,9876544345,Abuja,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,26.059999,Direct,Promoted,No,Left
677,Papu,9876544345,Kano,B1,Operation,Male,2.05,> 1 & < =3,4.0999999,Single,29.07,Direct,Promoted,No,Left
678,Papu,9876544345,Kano,B2,Operation,Male,2.05,> 1 & < =3,8.0799999,Marr.,34.060001,Direct,Promoted,No,Stay
679,Papu,9876544345,Abuja,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,27.07,Direct,Not Promoted,Yes,Stay
680,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,24.059999,Direct,Promoted,No,Left
681,Papu,9876544345,Abuja,B1,Operation,Male,2.0599999,> 1 & < =3,2.0599999,Single,25.030001,Direct,Not Promoted,Yes,Stay
682,Papu,9876544345,Abuja,B1,Operation,Male,2.0599999,> 1 & < =3,2.0599999,Single,25.059999,Direct,Not Promoted,Yes,Stay
683,Papu,9876544345,Lagos,B1,Operation,Male,2.05,> 1 & < =3,6.0700002,Marr.,29.059999,Direct,Not Promoted,Yes,Stay
684,Papu,9876544345,Abuja,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,Stay
685,Papu,9876544345,Kano,B3,Operation,Male,2.05,> 1 & < =3,8.0799999,Marr.,37.060001,Employee Referral,Not Promoted,Yes,Stay
686,Papu,9876544345,Abuja,B2,Operation,Male,2.05,> 1 & < =3,7.0999999,Marr.,29.1,Agency,Not Promoted,No,Left
687,Papu,9876544345,Kano,B2,Operation,Male,2.05,> 1 & < =3,5.0500002,Single,32.099998,Agency,Promoted,No,Stay
688,Papu,9876544345,Kano,B1,Operation,Male,2.04,> 1 & < =3,2.05,Single,25.1,Direct,Not Promoted,Yes,Stay
689,Papu,9876544345,Kano,B1,Operation,Female,2.05,> 1 & < =3,4.0900002,Single,26.059999,Direct,Not Promoted,No,Left
690,Papu,9876544345,Abuja,B1,Operation,Female,2.05,> 1 & < =3,2.05,Single,25.01,Direct,Not Promoted,No,Left
691,Papu,9876544345,Enugu,B2,Operation,Male,2.05,> 1 & < =3,9.0500002,Marr.,31.07,Direct,Not Promoted,Yes,Stay
692,Papu,9876544345,Abuja,B2,Operation,Female,2.05,> 1 & < =3,4.0999999,Marr.,30.059999,Direct,Not Promoted,Yes,Stay
693,Papu,9876544345,Enugu,B1,Operation,Male,2.05,> 1 & < =3,6.0100002,Single,29.02,Direct,Not Promoted,Yes,Stay
694,Papu,9876544345,Lagos,B1,Operation,Male,2.05,> 1 & < =3,6.0500002,Single,29.09,Employee Referral,Not Promoted,No,Left
695,Papu,9876544345,Lagos,B1,Operation,Male,2.05,> 1 & < =3,5.0599999,Single,29,Direct,Not Promoted,Yes,Left
696,Papu,9876544345,Lagos,B2,Operation,Male,2.0599999,> 1 & < =3,5.0599999,Marr.,32.040001,Employee Referral,Not Promoted,No,Left
697,Papu,9876544345,Kano,B1,Operation,Male,2.05,> 1 & < =3,2.05,Marr.,30.059999,Direct,Not Promoted,Yes,Stay
698,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,25.030001,Direct,Not Promoted,Yes,Stay
699,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,26.030001,Direct,Not Promoted,Yes,Stay
700,Papu,9876544345,Abuja,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,25.1,Direct,Not Promoted,Yes,Stay
701,Papu,9876544345,Abuja,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,25.1,Direct,Promoted,Yes,Stay
702,Papu,9876544345,Abuja,B1,Operation,Male,2.0799999,> 1 & < =3,2.0799999,Single,25.01,Direct,Promoted,No,Left
703,Papu,9876544345,Lagos,B1,Operation,Male,2.0599999,> 1 & < =3,2.0699999,Single,25.02,Direct,Promoted,No,Left
704,Papu,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,2.0899999,Single,24.09,Direct,Promoted,Yes,Stay
705,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,24.08,Direct,Not Promoted,No,Left
706,Papu,9876544345,Lagos,B1,Operation,Male,2.0599999,> 1 & < =3,3,Single,27.059999,Direct,Not Promoted,Yes,Stay
707,Papu,9876544345,Abuja,B1,Operation,Male,2.0599999,> 1 & < =3,2.0599999,Single,25.030001,Direct,Not Promoted,Yes,Stay
708,Papu,9876544345,Abuja,B2,Operation,Male,2.05,> 1 & < =3,9.0500002,Marr.,36.110001,Direct,Not Promoted,Yes,Stay
709,Papu,9876544345,Lagos,B1,Operation,Male,2.05,> 1 & < =3,4.0999999,Single,26.08,Agency,Not Promoted,Yes,Stay
710,Papu,9876544345,Abuja,B5,Sales,Male,2.0599999,> 1 & < =3,23.059999,Marr.,47,Direct,Promoted,Yes,Stay
711,Papu,9876544345,Kano,B3,Operation,Male,2.0599999,> 1 & < =3,12.02,Marr.,33.110001,Direct,Not Promoted,Yes,Left
712,Papu,9876544345,Lagos,B1,Operation,Male,2.0599999,> 1 & < =3,2.0599999,Single,26.040001,Direct,Not Promoted,No,Left
713,Papu,9876544345,Abuja,B3,Sales,Male,2.0599999,> 1 & < =3,4.0599999,Single,32,Direct,Not Promoted,No,Left
714,Papu,9876544345,Lagos,B1,Operation,Male,2.0599999,> 1 & < =3,3.02,Single,27.09,Direct,Not Promoted,No,Left
715,Papu,9876544345,Lagos,B2,Operation,Male,2.0599999,> 1 & < =3,7.0100002,Marr.,31.040001,Direct,Not Promoted,Yes,Stay
716,Papu,9876544345,Kano,B2,Operation,Female,2.05,> 1 & < =3,6.0500002,Marr.,32.080002,Direct,Not Promoted,Yes,Stay
717,Papu,9876544345,Lagos,B2,Operation,Male,2.0599999,> 1 & < =3,8.1099997,Marr.,31.07,Agency,Not Promoted,No,Left
718,Papu,9876544345,Lagos,B1,Operation,Male,2.0599999,> 1 & < =3,4.02,Single,25.1,Direct,Not Promoted,Yes,Stay
719,Papu,9876544345,Kano,B1,Operation,Male,2.05,> 1 & < =3,4.0999999,Single,26.07,Direct,Not Promoted,No,Left
720,Papu,9876544345,Abuja,B3,Operation,Male,2.0599999,> 1 & < =3,12.06,Single,33.049999,Employee Referral,Not Promoted,Yes,Stay
721,Papu,9876544345,Kaduna,B2,Operation,Male,2.0599999,> 1 & < =3,7,Single,35.080002,Direct,Not Promoted,Yes,Stay
722,Papu,9876544345,Abuja,B1,Operation,Male,2.0599999,> 1 & < =3,7.1100001,Marr.,29.030001,Employee Referral,Promoted,Yes,Stay
723,Papu,9876544345,Lagos,B1,Support,Female,2.0599999,> 1 & < =3,6.0799999,Marr.,27.07,Direct,Promoted,No,Stay
724,Papu,9876544345,Kano,B1,Operation,Female,2.0799999,> 1 & < =3,2.0799999,Single,26.040001,Direct,Promoted,No,Left
725,Papu,9876544345,Abuja,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,26.08,Direct,Promoted,No,Left
726,Papu,9876544345,Abuja,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,27.030001,Direct,Promoted,No,Left
727,Papu,9876544345,Kano,B1,Operation,Male,2.0699999,> 1 & < =3,2.0899999,Single,26.1,Direct,Promoted,No,Left
728,Papu,9876544345,Kano,B1,Operation,Male,2.0699999,> 1 & < =3,2.0699999,Single,25.09,Direct,Promoted,Yes,Stay
729,Papu,9876544345,Kano,B2,Operation,Male,2.0599999,> 1 & < =3,9.0100002,Marr.,33.040001,Agency,Promoted,No,Stay
730,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,2.0899999,Marr.,26.09,Direct,Promoted,No,Left
731,Papu,9876544345,Kano,B1,Operation,Male,2.0699999,> 1 & < =3,2.0799999,Single,24.1,Direct,Promoted,Yes,Stay
732,Papu,9876544345,Lagos,B1,Operation,Male,2.0799999,> 1 & < =3,2.0799999,Marr.,30.08,Direct,Promoted,Yes,Stay
733,Papu,9876544345,Kano,B1,Operation,Female,2.0699999,> 1 & < =3,3.02,Single,25.049999,Direct,Promoted,No,Left
734,Papu,9876544345,Ibadan,B2,Operation,Male,2.0699999,> 1 & < =3,11.07,Marr.,39.07,Employee Referral,Not Promoted,Yes,Stay
735,Papu,9876544345,Kano,B2,Operation,Male,2.0599999,> 1 & < =3,8.0799999,Marr.,31.07,Agency,Not Promoted,No,Left
736,Papu,9876544345,Kano,B2,Operation,Female,2.0599999,> 1 & < =3,3.0599999,Single,27.01,Direct,Promoted,No,Left
737,Papu,9876544345,Enugu,B2,Operation,Male,2.0599999,> 1 & < =3,7.0599999,Marr.,34.119999,Direct,Not Promoted,Yes,Stay
738,Papu,9876544345,Lagos,B2,Operation,Male,2.0699999,> 1 & < =3,8.0799999,Marr.,33.09,Direct,Promoted,No,Left
739,Papu,9876544345,Port Harcourt,B2,Operation,Male,2.0699999,> 1 & < =3,11.07,Marr.,35.040001,Agency,Promoted,No,Left
740,Papu,9876544345,Abuja,B1,Support,Female,2.0699999,> 1 & < =3,5.0900002,Single,28.030001,Direct,Promoted,Yes,Stay
741,Papu,9876544345,Abuja,B2,Sales,Male,2.0699999,> 1 & < =3,9.0699997,Marr.,35.060001,Direct,Promoted,Yes,Stay
742,Papu,9876544345,Enugu,B1,Operation,Female,2.0699999,> 1 & < =3,2.0699999,Marr.,28.059999,Direct,Promoted,Yes,Stay
743,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,5.0900002,Single,29.059999,Direct,Promoted,Yes,Stay
744,Papu,9876544345,Lagos,B1,Operation,Male,2.0799999,> 1 & < =3,5.04,Single,30.059999,Agency,Promoted,Yes,Stay
745,Papu,9876544345,Kano,B2,Operation,Male,2.0699999,> 1 & < =3,13.11,Marr.,38.119999,Employee Referral,Promoted,Yes,Stay
746,Papu,9876544345,Kano,B1,Operation,Male,2.0799999,> 1 & < =3,8.0799999,Single,32.02,Employee Referral,Promoted,No,Stay
747,Papu,9876544345,Kano,B2,Operation,Male,2.0699999,> 1 & < =3,6.1100001,Marr.,29.07,Direct,Not Promoted,Yes,Stay
748,Papu,9876544345,Kano,B2,Operation,Male,2.0699999,> 1 & < =3,11.01,Marr.,36.07,Direct,Not Promoted,No,Left
749,Papu,9876544345,Lagos,B1,Operation,Female,2.0699999,> 1 & < =3,6.0999999,Single,30.049999,Direct,Promoted,No,Left
750,Papu,9876544345,Lagos,B2,Operation,Female,2.0699999,> 1 & < =3,12.08,Marr.,35,Employee Referral,Promoted,No,Left
751,Papu,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,7.1100001,Marr.,31.07,Agency,Promoted,No,Left
752,Papu,9876544345,Abuja,B1,Operation,Female,2.0799999,> 1 & < =3,2.0799999,Single,25.110001,Direct,Not Promoted,Yes,Stay
753,Papu,9876544345,Kano,B1,Operation,Male,2.0799999,> 1 & < =3,2.0799999,Single,26.059999,Direct,Promoted,Yes,Stay
754,Papu,9876544345,Lagos,B1,Operation,Male,2.0799999,> 1 & < =3,2.0799999,Single,24.1,Direct,Not Promoted,Yes,Stay
755,Papu,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,2.0899999,Single,26.07,Direct,Not Promoted,Yes,Stay
756,Papu,9876544345,Lagos,B1,Operation,Male,2.0799999,> 1 & < =3,2.0899999,Single,24.09,Direct,Not Promoted,Yes,Stay
757,Papu,9876544345,Abuja,B1,Operation,Male,2.0799999,> 1 & < =3,2.0799999,Single,25.07,Direct,Not Promoted,Yes,Stay
758,Papu,9876544345,Abuja,B1,Operation,Male,2.0899999,> 1 & < =3,2.1099999,Single,26.1,Direct,Not Promoted,Yes,Stay
759,Papu,9876544345,Abuja,B1,Operation,Male,2.0799999,> 1 & < =3,2.0799999,Single,28.09,Direct,Not Promoted,No,Left
760,Shiv,9876544345,Abuja,B2,Sales,Female,2.0799999,> 1 & < =3,5.0999999,Single,28.040001,Employee Referral,Not Promoted,No,Left
761,Shiv,9876544345,Lagos,B1,Operation,Male,2.0799999,> 1 & < =3,8.0200005,Marr.,35.040001,Direct,Not Promoted,Yes,Stay
762,Shiv,9876544345,Abuja,B1,Operation,Male,2.0799999,> 1 & < =3,6.04,Single,29.049999,Direct,Not Promoted,Yes,Stay
763,Shiv,9876544345,Lagos,B1,Operation,Male,2.0699999,> 1 & < =3,5.0300002,Single,28.07,Agency,Not Promoted,Yes,Left
764,Shiv,9876544345,Abuja,B1,Support,Male,2.0799999,> 1 & < =3,4.0999999,Single,27.09,Employee Referral,Not Promoted,Yes,Stay
765,Shiv,9876544345,Abuja,B1,Support,Male,2.0799999,> 1 & < =3,2.0799999,Single,27.07,Direct,Not Promoted,Yes,Stay
766,Shiv,9876544345,Kano,B1,Operation,Male,2.0799999,> 1 & < =3,4.04,Marr.,31.07,Direct,Not Promoted,No,Left
767,Shiv,9876544345,Kano,B2,Operation,Male,2.0799999,> 1 & < =3,8,Marr.,31.09,Agency,Not Promoted,Yes,Stay
768,Shiv,9876544345,Lagos,B1,Operation,Male,2.0799999,> 1 & < =3,6.0900002,Marr.,28.1,Direct,Not Promoted,Yes,Stay
769,Shiv,9876544345,Kano,B2,Operation,Male,2.0799999,> 1 & < =3,4.0799999,Single,31.01,Employee Referral,Not Promoted,Yes,Stay
770,Shiv,9876544345,Port Harcourt,B1,Operation,Male,2.0899999,> 1 & < =3,5.0900002,Single,28.1,Direct,Not Promoted,No,Left
771,Shiv,9876544345,Kano,B1,Operation,Female,2.0799999,> 1 & < =3,2.0799999,Marr.,27.09,Direct,Not Promoted,No,Left
772,Shiv,9876544345,Abuja,B1,Operation,Male,2.0799999,> 1 & < =3,6.0799999,Marr.,30.059999,Agency,Promoted,No,Stay
773,Shiv,9876544345,Lagos,B1,Operation,Female,2.0999999,> 1 & < =3,2.0999999,Single,24.08,Direct,Not Promoted,No,Left
774,Shiv,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,2.1099999,Single,24.059999,Direct,Not Promoted,Yes,Stay
775,Shiv,9876544345,Kano,B1,Operation,Male,2.0799999,> 1 & < =3,2.0999999,Marr.,24.110001,Direct,Not Promoted,No,Left
776,Shiv,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,2.0899999,Single,25.1,Direct,Not Promoted,Yes,Stay
777,Shiv,9876544345,Abuja,B1,Operation,Male,2.0899999,> 1 & < =3,2.0899999,Single,25.07,Direct,Promoted,No,Left
778,Shiv,9876544345,Abuja,B3,Operation,Male,2.0899999,> 1 & < =3,12.09,Marr.,34.049999,Agency,Not Promoted,Yes,Stay
779,Shiv,9876544345,Abuja,B2,Operation,Male,2.0799999,> 1 & < =3,11.03,Marr.,36.009998,Direct,Promoted,Yes,Stay
780,Shiv,9876544345,Abuja,B1,Operation,Male,2.0899999,> 1 & < =3,6.0300002,Single,28.040001,Direct,Not Promoted,Yes,Stay
781,Shiv,9876544345,Abuja,B3,Operation,Male,2.0799999,> 1 & < =3,10.08,Marr.,38.080002,Direct,Not Promoted,Yes,Left
782,Shiv,9876544345,Kano,B1,Operation,Male,2.0999999,> 1 & < =3,3,Single,25.049999,Direct,Not Promoted,Yes,Stay
783,Shiv,9876544345,Kano,B2,Operation,Male,2.0899999,> 1 & < =3,8.0900002,Marr.,33.07,Direct,Not Promoted,No,Left
784,Shiv,9876544345,Abuja,B1,Operation,Male,2.0899999,> 1 & < =3,3.1099999,Single,26.059999,Employee Referral,Promoted,No,Left
785,Shiv,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,7,Marr.,33.080002,Agency,Not Promoted,No,Left
786,Shiv,9876544345,Abuja,B1,Operation,Female,2.0799999,> 1 & < =3,3.01,Single,26.02,Direct,Promoted,Yes,Stay
787,Shiv,9876544345,Kaduna,B1,Support,Male,2.0799999,> 1 & < =3,5,Single,27.1,Direct,Promoted,No,Left
788,Shiv,9876544345,Port Harcourt,B1,Operation,Female,2.0899999,> 1 & < =3,5.0900002,Marr.,29.02,Direct,Not Promoted,Yes,Stay
789,Shiv,9876544345,Lagos,B2,Operation,Female,2.0899999,> 1 & < =3,4.0100002,Marr.,30.059999,Employee Referral,Promoted,Yes,Stay
790,Shiv,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,3.05,Single,27.07,Direct,Not Promoted,Yes,Stay
791,Shiv,9876544345,Lagos,B3,Operation,Male,2.0899999,> 1 & < =3,12.1,Marr.,40.07,Direct,Not Promoted,No,Left
792,Shiv,9876544345,Lagos,B2,Operation,Male,2.0899999,> 1 & < =3,6.02,Marr.,31.059999,Agency,Not Promoted,Yes,Stay
793,Shiv,9876544345,Kano,B1,Operation,Male,2.0899999,> 1 & < =3,5.0900002,Marr.,31.1,Employee Referral,Not Promoted,Yes,Stay
794,Shiv,9876544345,Kaduna,B0,Support,Female,2.0899999,> 1 & < =3,2.0999999,Single,24.1,Direct,Not Promoted,Yes,Stay
795,Shiv,9876544345,Abuja,B2,Operation,Male,2.0899999,> 1 & < =3,4.0900002,Single,31,Employee Referral,Not Promoted,Yes,Stay
796,Shiv,9876544345,Abuja,B2,Operation,Male,2.0799999,> 1 & < =3,10.02,Single,36.009998,Direct,Promoted,No,Stay
797,Shiv,9876544345,Abuja,B1,Support,Male,2.0899999,> 1 & < =3,3.01,Single,29.059999,Employee Referral,Promoted,No,Stay
798,Shiv,9876544345,Abuja,B3,Operation,Male,2.0899999,> 1 & < =3,8.0900002,Single,34.029999,Direct,Not Promoted,Yes,Stay
799,Shiv,9876544345,Lagos,B1,Operation,Male,2.0999999,> 1 & < =3,3,Single,27.049999,Direct,Promoted,No,Left
800,Shiv,9876544345,Lagos,B1,Operation,Male,2.0899999,> 1 & < =3,3.05,Single,31.07,Direct,Promoted,No,Left
801,Shiv,9876544345,Port Harcourt,B1,Operation,Male,2.0999999,> 1 & < =3,3.0999999,Single,26.030001,Direct,Promoted,Yes,Stay
802,Shiv,9876544345,Lagos,B1,Operation,Male,2.0999999,> 1 & < =3,3,Single,24.110001,Direct,Promoted,Yes,Stay
803,Shiv,9876544345,Lagos,B1,Operation,Male,2.0999999,> 1 & < =3,2.1099999,Marr.,28.110001,Direct,Promoted,Yes,Stay
804,Shiv,9876544345,Kano,B1,Operation,Male,2.0999999,> 1 & < =3,3,Single,26.09,Direct,Promoted,Yes,Stay
805,Shiv,9876544345,Ibadan,B1,Operation,Male,2.0999999,> 1 & < =3,3.04,Marr.,28.040001,Direct,Promoted,No,Left
806,Shiv,9876544345,Ibadan,B2,Operation,Male,2.0999999,> 1 & < =3,7.0999999,Single,30.07,Direct,Promoted,No,Stay
807,Shiv,9876544345,Kano,B2,Operation,Male,2.0999999,> 1 & < =3,7.0999999,Single,29.1,Direct,Not Promoted,Yes,Stay
808,Shiv,9876544345,Lagos,B1,Operation,Female,2.0899999,> 1 & < =3,2.0899999,Marr.,24.08,Direct,Promoted,No,Left
809,Shiv,9876544345,Kaduna,B2,Support,Female,2.0899999,> 1 & < =3,8.0200005,Marr.,31.030001,Direct,Not Promoted,No,Left
810,Shiv,9876544345,Abuja,B3,Support,Male,2.0899999,> 1 & < =3,13.09,Marr.,37.080002,Employee Referral,Not Promoted,Yes,Stay
